"track_name","track_artist","track_popularity","track_album_name","track_album_release_date","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms"
"sensacion del bloque","de la ghetto",66,"reggaeton rulers: los que ponen",2006-01-01,0.709,0.726,7,-7.129,1,0.0411,0.0977,0,0.301,0.404,92.006,182187
"pobre diabla","don omar",12,"the gold series ""the last don""",2004-01-01,0.748,0.763,5,-6.995,1,0.0517,0.453,0.0179,0.0877,0.849,91.979,252480
"el doctorado","tony dize",2,"la melodia de la calle ""updated""",2009-11-17,0.719,0.773,10,-6.272,1,0.0377,0.0496,0,0.291,0.759,120.018,264147
"pam pam","wisin & yandel",67,"la historia de el dúo (vol.1)",2013-01-01,0.874,0.69,10,-6.373,1,0.114,0.121,0,0.249,0.735,95.025,227280
"ven bailalo","angel y khriz",7,"strictly latin dancing come and dance",2011-12-29,0.675,0.921,4,-6.083,1,0.0365,0.0466,0.00618,0.117,0.7,97.01,252493
"en la cama (feat. daddy yankee)","nicky jam",63,"exitos",2016-02-24,0.855,0.912,10,-4.832,0,0.145,0.183,0,0.122,0.885,104.072,157023
"no se de ella ""my space""","don omar",50,"king of kings (armageddon edition)",2006-01-01,0.815,0.676,9,-9.174,0,0.0934,0.233,0.0237,0.242,0.77,88.008,222600
"agarrala","trebol clan",65,"reggaeton hall of fame, vol. 1",2015-06-10,0.744,0.921,9,-4.521,0,0.0889,0.172,4.86e-06,0.146,0.718,93.001,157701
"siente el boom","tito ""el bambino""",63,"el documental ii",2006-01-01,0.804,0.745,4,-5.805,0,0.0744,0.112,0,0.0924,0.512,95.024,188733
"lo que pasó, pasó","daddy yankee",73,"barrio fino (bonus track version)",2004-07-13,0.816,0.747,8,-6.468,0,0.0411,0.102,0,0.263,0.848,97.019,210933
"dile","don omar",73,"the last don",2003-01-01,0.817,0.714,4,-7.501,0,0.141,0.184,0.000132,0.042,0.714,94.001,204600
"si no le contesto","plan b",3,"house of pleasure",2010-07-20,0.844,0.757,1,-4.61,0,0.0523,0.0945,0,0.16,0.532,94.977,220133
"escápate conmigo - remix","wolfine",60,"la versatilidad de la calle",2013-10-02,0.831,0.89,8,-7.635,1,0.0791,0.173,4.07e-05,0.352,0.76,94.007,167288
"aparentemente","yaga & mackie",62,"la reunion",2015-07-14,0.86,0.699,3,-6.415,0,0.0974,0.0827,0.00197,0.26,0.871,93.992,303543
"ayer la vi","don omar",51,"king of kings (armageddon edition)",2006-01-01,0.801,0.716,7,-8.398,0,0.0541,0.285,1e-05,0.163,0.771,94.005,252387
"te quiero","flex",57,"te quiero",2007-01-01,0.536,0.598,1,-9.608,1,0.0424,0.00314,0,0.319,0.465,83.946,199110
"felina","hector & tito",49,"a la reconquista",2002-01-01,0.849,0.922,6,-6.604,0,0.0684,0.0275,0.00862,0.0809,0.71,93.001,216440
"noche de travesura","héctor ""el father""",1,"flow la discoteca special edition",2012-12-04,0.833,0.626,9,-7.715,1,0.188,0.447,0,0.0805,0.409,92.013,212733
"dutty love","don omar",60,"don omar presents mto2: new generation",2012-01-01,0.742,0.873,1,-3.373,1,0.082,0.232,1.17e-05,0.114,0.899,90.004,285333
"yo no soy tu marido","nicky jam",60,"reggaeton diamond collection",2009-07-31,0.807,0.643,10,-7.347,0,0.0522,0.0707,5.61e-05,0.0865,0.821,94.983,199368
"al natural (feat. yandel)","tego calderon",63,"el enemy de los guasíbiri",NA,0.924,0.782,10,-4.55,0,0.0816,0.246,0,0.0659,0.745,95.01,204347
"5 letras","alexis y fido",64,"sobrenatural",2007-09-28,0.82,0.788,6,-5.478,0,0.191,0.272,1.65e-06,0.0404,0.648,93.961,195573
"mi cama huele a ti","tito ""el bambino""",63,"el patrón",2009-03-03,0.738,0.85,7,-5.818,0,0.0403,0.0775,0,0.162,0.678,94.999,225573
"la rompe corazones","daddy yankee",6,"la rompe corazones",2017-01-13,0.685,0.859,5,-2.595,0,0.0553,0.116,0,0.317,0.891,176.018,204520
"passion whine","farruko",68,"farruko presents los menores",2016-02-22,0.756,0.69,10,-3.87,0,0.0656,0.329,0,0.0586,0.783,162.005,213312
"virtual diva","don omar",62,"idon",2009-01-01,0.785,0.881,8,-4.205,0,0.0505,0.212,0,0.753,0.729,113.999,239493
"mírala bien","wisin & yandel",64,"pa'l mundo",2005-01-01,0.815,0.856,1,-4.399,0,0.13,0.255,0,0.0697,0.713,96.014,156560
"dile que tu me quieres","ozuna",8,"dile que tu me quieres",2016-06-06,0.721,0.687,1,-6.682,1,0.0782,0.0998,0,0.0679,0.825,175.914,226400
"down","r.k.m & ken-y",47,"reggaeton simply the best",2008-01-01,0.799,0.783,8,-6.59,0,0.0881,0.546,0.00367,0.102,0.786,94.987,225693
"quitate tu pa ponerme yo","eddie dee",58,"12 discipulos",NA,0.765,0.768,2,-4.959,1,0.0742,0.18,0,0.0794,0.574,94.243,291658
"pa' que la pases bien","arcangel",65,"el fenomeno",2008-12-09,0.897,0.755,9,-5.684,0,0.144,0.00758,0.000451,0.264,0.567,110.008,214120
"flow natural","tito ""el bambino""",61,"top of the line",2006-01-01,0.831,0.789,0,-5.498,1,0.0661,0.121,0,0.328,0.827,101.035,173867
"rica y apretadita (feat. anayka)","el general",60,"originales",NA,0.846,0.85,6,-5.707,1,0.0509,0.162,0,0.355,0.816,115.341,261867
"bandoleros","don omar",67,"the fast and the furious: tokyo drift (original motion picture soundtrack)",2006-06-20,0.662,0.896,5,-5.311,0,0.251,0.318,0,0.186,0.79,90.622,305280
"rompe","daddy yankee",64,"barrio fino en directo",2005-01-01,0.696,0.858,9,-5.155,1,0.0859,0.0727,3.19e-06,0.0631,0.533,176.061,188627
"dile a tu amiga","Ñejo",61,"Ñejo & dalmata (special edition) - ep",2012-10-01,0.788,0.674,2,-8.392,1,0.0537,0.281,0.033,0.0892,0.864,94.997,214747
"chillax (feat. ky-mani marley)","farruko",69,"visionary",2015-10-23,0.827,0.646,1,-4.727,0,0.0766,0.0724,0,0.247,0.512,92.057,197840
"te ves buena","el general",62,"estas buena",2009-04-14,0.808,0.869,7,-6.971,1,0.0509,0.305,0,0.0983,0.848,92.165,205000
"me matas","r.k.m & ken-y",45,"2008 año de exitos reggaeton urbano",2007-01-01,0.773,0.685,7,-8.271,1,0.0895,0.0514,0,0.445,0.558,92.978,196427
"voy a beber","nicky jam",60,"nicky jam hits",2014-09-09,0.763,0.76,0,-4.672,1,0.0596,0.0392,0,0.133,0.916,163.969,211888
"no quiere novio (remix) [feat. nejo & tego calderon]","dj nelson",56,"mi historia",2016-04-01,0.873,0.823,6,-3.182,0,0.215,0.378,0.000786,0.145,0.804,95.012,195816
"quiero saber","ivy queen",55,"diva- platinum edition",2004-01-27,0.846,0.905,6,-3.686,0,0.0588,0.139,1.01e-05,0.228,0.843,95.018,175533
"no le temas a el beat","trebol clan",50,"the kings of the beat",2004-11-23,0.672,0.54,9,-8.096,0,0.063,0.0192,0.815,0.19,0.208,172.013,215440
"llamé pa' verte","wisin",51,"reggaeton hits 2007",2006-11-21,0.841,0.808,10,-5.55,1,0.0749,0.0711,3.36e-06,0.0816,0.66,95,195680
"la nueva y la ex","daddy yankee",5,"king daddy",2013-01-01,0.637,0.945,5,-3.54,1,0.135,0.0373,0,0.116,0.578,198.05,197053
"automovil","Ñejo",61,"Ñejo & dalmata (special edition) - ep",2012-10-01,0.79,0.765,6,-6.642,0,0.188,0.278,0,0.0721,0.964,170.063,219481
"te he querido, te he llorado","ivy queen",49,"e5",2006-11-14,0.776,0.857,11,-5.824,0,0.0598,0.29,4.47e-06,0.125,0.552,95.02,254027
"yo te lo dije","j balvin",65,"la familia",2013-09-29,0.746,0.617,3,-5.811,0,0.0734,0.0841,0,0.21,0.961,87.944,220853
"hay algo en ti","luny tunes",59,"mas flow, vol. 1",2003-08-26,0.842,0.681,4,-8.149,0,0.0544,0.0115,2.65e-06,0.113,0.238,96.017,232587
"aquí está tu caldo","daddy yankee",57,"blin blin, vol. 1",2003-03-03,0.884,0.743,11,-7.65,1,0.112,0.116,0.00011,0.127,0.781,95.997,212480
"soy igual que tú","alexis y fido",61,"sobrenatural",2007-09-28,0.852,0.66,2,-6.177,1,0.224,0.277,0,0.207,0.517,94.006,224707
"cuando baila reggaeton","tego calderon",54,"the underdog - el subestimado",2006-08-29,0.848,0.801,10,-6.821,1,0.102,0.562,1.11e-05,0.0624,0.908,95.027,184480
"shorty","casa de leones",56,"casa de leones",2007-06-19,0.796,0.866,10,-6.087,0,0.0595,0.096,0.00025,0.0561,0.877,94.991,246080
"morena - re-mix","hector & tito",0,"la historia live",2003-01-01,0.811,0.75,4,-5.338,0,0.0591,0.204,0,0.0875,0.742,93.991,158373
"algo musical","Ñejo & dalmata",55,"exitos",2016-11-30,0.883,0.626,1,-7.541,1,0.0853,0.0648,4.24e-06,0.0594,0.565,107.023,209453
"mala conducta (feat. franco el gorila)","alexis y fido",63,"perreología",2011-03-21,0.711,0.841,6,-4.775,0,0.0917,0.231,9.85e-05,0.191,0.964,176.027,257880
"dominicana","tego calderon",54,"el abayarde",2003-07-01,0.845,0.906,7,-3.804,1,0.0687,0.188,0.0512,0.0199,0.813,94.987,252693
"papi chulo","el chombo",56,"a mover el culo con el chombo",2016-10-28,0.893,0.851,1,-6.42,1,0.112,0.0809,0.00143,0.0246,0.837,110.005,175856
"el carnaval","baby rasta & gringo",54,"sentenciados - platinum edition",2004-05-11,0.802,0.625,11,-8.589,0,0.0567,0.00297,0.00156,0.175,0.676,94.995,223240
"oye mi canto","n.o.r.e.",61,"n.o.r.e. y la familia",2006-07-18,0.677,0.946,6,-2.887,1,0.0553,0.185,3.56e-06,0.274,0.948,96.011,240973
"mi fanatica","arcangel",58,"mas flow - los benjamins",2006-09-26,0.875,0.691,4,-7.704,1,0.114,0.0446,0.00326,0.219,0.612,92.993,228560
"te iré a buscar","farruko",54,"el talento del bloque",2016-02-22,0.735,0.742,6,-5.865,1,0.0474,0.0948,0,0.177,0.964,174.025,183197
"sol, playa y arena","tito ""el bambino""",60,"it's my time",2007-01-01,0.822,0.656,5,-6.159,0,0.11,0.254,0,0.329,0.734,94.039,188320
"los disicipulos","eddie dee",57,"12 discipulos",NA,0.629,0.893,1,-4.009,0,0.275,0.181,0,0.115,0.86,94.042,269559
"ay amor - reggaeton","hector & tito",0,"la historia live",2003-01-01,0.576,0.783,9,-4.607,1,0.0792,0.195,1.42e-05,0.106,0.634,89.879,234773
"llegó la cripta","el chombo",51,"cuentos de la cripta 3",NA,0.919,0.848,7,-10.511,1,0.165,0.0078,0.0406,0.338,0.959,109.183,147304
"dejale caer to peso","yomo",0,"sangre nueva special edition",2006-01-01,0.864,0.721,3,-7.994,0,0.183,0.185,0,0.0623,0.762,96.026,250093
"un sueño","r.k.m & ken-y",0,"reggaeton hits factory",2007-01-01,0.794,0.741,1,-4.959,1,0.0622,0.157,0.0332,0.309,0.805,95.006,245427
"saoco","wisin",56,"el sobreviviente",NA,0.844,0.862,4,-5.043,1,0.114,0.132,1.92e-05,0.066,0.816,95.999,184907
"aventura","luny tunes",54,"mas flow, vol. 1",2003-08-26,0.858,0.741,9,-7.204,0,0.124,0.0196,2.04e-05,0.0974,0.823,93.001,170854
"si no cuidas tu mujer","eddie dee",52,"12 discipulos",NA,0.509,0.672,9,-5.527,0,0.0639,0.281,0,0.355,0.81,100.102,238891
"chulin culin chunfly (feat. residente calle 13)","voltio",13,"voltio",2014-10-07,0.793,0.823,7,-6.39,1,0.0681,0.169,0.00104,0.0986,0.616,91.997,275360
"te suelto el pelo","yandel",55,"quien contra mi",NA,0.792,0.712,11,-5.348,1,0.0665,0.0156,1.23e-06,0.636,0.929,94.995,136027
"ponte bonita","arcangel",64,"historias de un capricornio",2019-12-20,0.677,0.679,1,-4.928,1,0.163,0.439,3.22e-06,0.357,0.852,175.985,193099
"la cama","lunay",79,"la cama",2019-10-15,0.7,0.904,2,-2.826,0,0.0568,0.2,0.000471,0.182,0.817,173.975,189296
"rutina","favian lovo",55,"rutina",2019-11-14,0.725,0.688,1,-5.756,0,0.0403,0.209,1.01e-06,0.125,0.744,93.992,210440
"perreito - remix","mariah",72,"perreito (remix)",2019-09-27,0.788,0.701,0,-3.064,1,0.241,0.313,0.000225,0.249,0.713,180.007,210360
"fin de semana","lunay",68,"fin de semana",2019-09-13,0.828,0.944,5,-1.648,1,0.0703,0.334,0.00813,0.0869,0.891,95.995,151562
"bandolera","bryant myers",71,"bandolera",2019-06-28,0.843,0.647,8,-4.858,0,0.0715,0.358,4.38e-05,0.11,0.685,93.02,201859
"te veo","urba y rome",62,"te veo",2019-06-21,0.782,0.813,1,-3.71,1,0.0327,0.146,0,0.125,0.728,94.975,221501
"ontas? - remix","alex rose",65,"ontas? (remix)",2019-09-13,0.872,0.664,1,-5.807,1,0.0825,0.375,1e-06,0.0939,0.77,89.992,290578
"solita","sech",77,"sueños",2019-04-19,0.679,0.831,2,-1.866,1,0.109,0.159,1.1e-06,0.097,0.88,88.792,219520
"pa' que vuelvas","lyanno",58,"pa' que vuelvas",2019-03-01,0.814,0.647,8,-5.651,0,0.0443,0.0583,0,0.0854,0.604,93.977,206924
"llégale","lunay",67,"llégale",2019-03-29,0.594,0.789,9,-4.469,1,0.0522,0.213,0,0.0732,0.576,179.95,253333
"cuando perriabas","bad bunny",72,"x 100pre",2018-12-23,0.787,0.705,0,-7.582,1,0.0695,0.137,1.06e-06,0.108,0.499,81.998,188654
"bandolera","anuel aa",65,"real hasta la muerte",2018-07-17,0.693,0.752,9,-4.108,1,0.0729,0.499,2.66e-05,0.123,0.796,185.996,190296
"me dijeron","ozuna",66,"aura",2018-08-24,0.8,0.841,5,-2.817,0,0.0524,0.0273,0,0.291,0.798,94.023,170133
"reggaetón en lo oscuro","wisin & yandel",72,"los campeones del pueblo ""the big leagues""",2018-12-14,0.747,0.898,1,-3.683,1,0.0709,0.0613,1.66e-06,0.0886,0.689,91.97,208947
"el efecto","rauw alejandro",78,"el efecto",2019-03-15,0.849,0.781,0,-4.635,0,0.159,0.406,0,0.0801,0.893,84.041,217143
"mírame","nio garcia",66,"mírame",2019-02-22,0.775,0.787,1,-4.488,1,0.11,0.0613,0.000159,0.0916,0.665,175.993,317440
"la player (bandolera)","zion & lennox",76,"la player (bandolera)",2018-02-23,0.769,0.838,2,-5.238,1,0.0633,0.16,0,0.0935,0.602,93.996,249609
"nadie como yo","kevin roldan",62,"volvió kr",2018-11-30,0.792,0.37,3,-7.906,0,0.198,0.226,1.32e-05,0.0917,0.76,80.099,184253
"no quiero amarte (feat. zion & lennox)","justin quiles",10,"no quiero amarte (feat. zion & lennox)",2018-04-20,0.734,0.793,6,-4.731,1,0.0454,0.128,0,0.0658,0.511,89.961,235315
"impaciente","chencho corleone",62,"impaciente",2019-05-03,0.583,0.823,4,-4.663,0,0.205,0.125,1.19e-05,0.0846,0.911,166.029,218293
"una mujer","de la ghetto",64,"una mujer (feat. dj nelson)",2019-03-15,0.869,0.783,7,-4.234,1,0.0638,0.0919,7.57e-06,0.131,0.891,95.996,240587
"fumeteo","darell",64,"fumeteo",2019-04-19,0.781,0.584,1,-6.016,1,0.0684,0.135,0.000826,0.0784,0.459,175.996,198875
"diva","nicki nicole",43,"recuerdos",2019-11-08,0.795,0.579,0,-6.48,0,0.0426,0.188,0,0.0788,0.637,115.032,200200
"ya no mas","fer palacio",75,"ya no mas",2019-03-21,0.795,0.676,6,-6.429,1,0.0589,0.138,0.00373,0.0734,0.882,100.045,158447
"choke","team mati",50,"choke",2020-01-10,0.864,0.708,0,-7.897,1,0.0575,0.0969,0.00292,0.0905,0.716,125.027,168720
"mera woo","el alfa",70,"mera woo",2019-12-19,0.937,0.942,1,-4.766,1,0.0714,0.0441,0.00679,0.301,0.376,115.984,182678
"dembow","tommy boysen",50,"dembow",2020-01-01,0.82,0.782,10,-2.474,1,0.0557,0.409,1.29e-05,0.107,0.805,88.031,137384
"it's a vibe","duki",68,"súper sangre joven",2019-11-01,0.903,0.785,9,-5.731,0,0.271,0.451,2.44e-06,0.0772,0.642,97.014,220311
"que le de - remix","rauw alejandro",72,"que le de (remix)",2019-10-31,0.795,0.776,0,-2.29,1,0.0607,0.295,0,0.074,0.701,100.013,312000
"detonao","lautaro lr",44,"detonao",2019-12-12,0.842,0.56,11,-8.044,1,0.0998,0.771,0.119,0.101,0.439,122.019,149508
"demaga ge gi go gu","el alfa",61,"disciplina (puerto rico edition)",2018-02-09,0.609,0.904,8,-2.619,1,0.324,0.638,0.00416,0.229,0.471,149.149,218921
"taxi voy","j mena",62,"taxi voy",2019-11-29,0.868,0.701,11,-4.666,1,0.148,0.178,7.58e-06,0.0964,0.831,158.059,185638
"coronao now","el alfa",81,"coronao now",2019-11-07,0.941,0.729,6,-7.56,0,0.246,0.146,0.00451,0.18,0.718,118.026,217881
"para nosotros","romeo el santo",55,"para nosotros",2019-11-20,0.732,0.608,11,-7.028,0,0.201,0.625,0.057,0.105,0.23,94.968,169263
"mojadero","mark b.",58,"mojadero",2019-11-15,0.736,0.96,11,-3.835,0,0.0533,0.0545,0.163,0.24,0.833,117.014,235897
"la jefatura","duki",59,"súper sangre joven",2019-11-01,0.904,0.793,7,-5.514,1,0.116,0.0616,3.3e-05,0.337,0.708,124.978,211929
"se prendió","agus padilla",55,"se prendió",2019-11-21,0.753,0.901,4,-3.281,0,0.0714,0.327,3.02e-06,0.165,0.756,177.978,145287
"tu sicaria","ms nina",78,"tu sicaria",2017-01-04,0.752,0.905,0,-7.072,1,0.0515,0.0527,0.000242,0.173,0.689,97.993,146945
"pronto llegará","c. tangana",66,"pronto llegará",2019-10-31,0.801,0.756,4,-4.142,0,0.105,0.105,0.00187,0.303,0.723,89.981,186484
"pa los gustos los colores","javiielo",74,"pa los gustos los colores",2019-08-17,0.742,0.684,9,-5.828,1,0.118,0.191,0.000111,0.0947,0.411,80.034,139810
"beba tu estas flama","nestor en bloque",53,"beba tu estas flama",2019-09-13,0.768,0.914,4,-4.357,1,0.1,0.537,0,0.14,0.825,173.878,205431
"me tienes loco","cantoparabailar",49,"me tienes loco",2019-10-11,0.783,0.705,1,-5.487,0,0.114,0.0507,4.54e-06,0.0682,0.775,142.554,223842
"no te debí besar","c. tangana",79,"no te debí besar",2019-09-12,0.672,0.684,9,-5.682,0,0.316,0.125,0.0261,0.183,0.62,75.233,182816
"cómo estás","ke personajes",72,"cómo estás",2019-04-17,0.59,0.857,10,-1.986,0,0.0553,0.289,4.21e-06,0.0414,0.976,135.29,227396
"no soy yo","emilia",66,"no soy yo",2019-08-30,0.751,0.82,2,-4.493,0,0.125,0.0811,0.000283,0.155,0.909,192.077,196240
"no es justo","j balvin",73,"vibras",2018-05-25,0.684,0.811,7,-4.494,1,0.0714,0.161,0.000363,0.0871,0.721,87.866,250840
"mia","bad bunny",69,"x 100pre",2018-12-23,0.816,0.538,6,-6.354,0,0.0617,0.0142,0.000496,0.099,0.156,97.054,210368
"anoche (remix)","romeo el santo",52,"anoche (remix)",2019-02-21,0.778,0.798,2,-5.696,1,0.111,0.527,0.00436,0.114,0.82,180.013,228000
"se perdio - remix","area3",48,"se perdio (remix)",2019-10-10,0.785,0.62,8,-8.696,0,0.0608,0.0635,0,0.0615,0.861,82.01,251096
"el papi","tommy boysen",61,"el papi",2019-04-05,0.704,0.589,6,-7.083,0,0.308,0.348,0,0.0739,0.618,189.989,170782
"selfie (feat. zion & lennox, jhay cortez & miky woodz) - remix","de la ghetto",52,"selfie (feat. zion & lennox, jhay cortez & miky woodz) [remix]",2020-01-17,0.904,0.75,4,-2.745,0,0.199,0.107,0,0.0437,0.488,97.001,299381
"a vapor","sky",50,"a vapor",2020-01-17,0.868,0.619,11,-5.008,1,0.0932,0.18,0,0.122,0.85,90.989,264427
"te confisco - remix","anonimus",44,"te confisco (remix)",2020-01-16,0.796,0.696,8,-4.384,0,0.382,0.389,0,0.0989,0.768,187.832,322573
"tengo niveles","j montez",50,"tengo niveles",2020-01-01,0.786,0.892,6,-3.442,0,0.215,0.002,0,0.0513,0.401,179.904,152009
"igual o peor","gigolo y la exce",61,"igual o peor",2019-12-20,0.651,0.609,1,-4.722,1,0.53,0.648,4.1e-06,0.126,0.621,119.71,210831
"te vas arrepentir - remix","chris wandell",60,"te vas arrepentir (remix)",2019-12-06,0.797,0.687,10,-6.037,0,0.188,0.344,0,0.14,0.59,91.975,338051
"me encanta","logan romero",51,"me encanta",2019-11-11,0.859,0.715,11,-4.879,0,0.0759,0.206,0.000214,0.12,0.561,96.019,192633
"te hace falta","baby rasta & gringo",56,"te hace falta",2019-12-13,0.867,0.844,5,-2.27,1,0.125,0.0947,0.0014,0.0801,0.805,92.015,215430
"hasta que salga el sol","ozuna",68,"hasta que salga el sol",2019-11-07,0.857,0.823,11,-4.22,1,0.0516,0.0206,0.00077,0.0593,0.57,96.048,188600
"poca tela","jaycob duque",54,"poca tela",2019-12-06,0.529,0.667,5,-7.282,1,0.174,0.162,0,0.0791,0.559,94.825,163500
"pandora","vibarco",54,"pandora",2019-07-26,0.609,0.703,6,-7.262,0,0.247,0.125,6.28e-06,0.106,0.754,99.385,177296
"fin de semana","kaline",48,"fin de semana",2019-12-05,0.835,0.818,0,-5.439,1,0.461,0.0882,0,0.0452,0.437,100.102,130764
"verano en parís - remix","jerry di",70,"verano en parís (remix)",2019-10-25,0.68,0.752,11,-3.987,1,0.372,0.214,0,0.225,0.461,191.977,275400
"porno","rich music ltd",77,"the academy",2019-10-11,0.535,0.71,1,-2.978,0,0.324,0.428,0,0.141,0.523,92.009,212653
"nadie (feat. sech & sharo towers) - remix","farruko",77,"nadie (feat. sech & sharo towers) [remix]",2019-10-10,0.764,0.753,0,-3.964,1,0.0779,0.308,0,0.118,0.714,95.109,270187
"hoy se bebe - remix","nio garcia",68,"hoy se bebe (remix)",2019-11-08,0.906,0.5,9,-5.364,0,0.0863,0.307,7.59e-05,0.0576,0.417,93.993,248326
"las horas","young l3x",48,"energía",2019-11-29,0.926,0.591,0,-8.678,0,0.0579,0.486,0.000526,0.0759,0.41,96.993,208835
"diavla","chris viz",76,"diavla",2019-04-10,0.84,0.617,5,-5.2,1,0.0698,0.175,1.81e-05,0.202,0.659,100.001,265941
"veneno","bb nobre",49,"por fin - ep",2019-11-22,0.779,0.821,2,-2.823,1,0.0568,0.246,0,0.162,0.224,95.982,172146
"desierto","amenazzy",69,"desierto",2019-08-30,0.734,0.583,11,-11.764,0,0.0414,0.0867,0.259,0.0979,0.144,105.013,224698
"falsas promesas","sech",68,"sueños",2019-04-19,0.412,0.737,5,-5.234,0,0.0896,0.427,0.000871,0.13,0.864,179.952,206607
"no te veo - remix","casper magico",74,"no te veo",2019-04-30,0.861,0.786,1,-3.833,1,0.229,0.485,2.44e-05,0.113,0.778,104.017,252440
"ni gucci ni prada","kenny man",75,"ni gucci ni prada",2018-09-14,0.799,0.676,2,-5.644,1,0.169,0.41,0.000777,0.325,0.91,104.956,175200
"ella quiere beber - remix","anuel aa",82,"ella quiere beber (remix)",2018-11-02,0.75,0.665,8,-3.083,1,0.124,0.265,0,0.0515,0.697,95.239,219357
"lo malo","sech",1,"lo malo",2018-07-27,0.505,0.516,4,-6.807,0,0.183,0.209,4.52e-05,0.298,0.64,91.918,188205
"es un secreto","plan b",62,"house of pleasure",NA,0.836,0.777,6,-5.376,0,0.0439,0.0951,1.68e-06,0.0561,0.504,94.977,190564
"mayor que yo","tonny tun tun",63,"infinite summer",2012-09-24,0.66,0.793,9,-8.005,0,0.329,0.472,0,0.611,0.749,179.512,249680
"salió el sol","don omar",31,"king of kings (armageddon edition)",2006-01-01,0.884,0.727,4,-5.907,0,0.0845,0.104,0.00929,0.0432,0.963,110,317280
"no es culpa mía","dy",0,"no es culpa mía",2017-05-24,0.805,0.852,10,-4.337,1,0.0986,0.437,1.47e-06,0.0798,0.714,94.053,107572
"zun da da","zion",67,"the perfect melody",2007-06-05,0.782,0.767,9,-7.981,0,0.0871,0.266,3.64e-05,0.0947,0.622,88.005,304091
"dile","don omar",49,"reggaeton hitmakers tropical blend",2006-01-01,0.822,0.744,9,-6.096,1,0.0938,0.173,7.08e-05,0.0692,0.748,94.039,206987
"pam pam","wisin & yandel",43,"20 number 1's now",2007-11-20,0.868,0.673,10,-6.882,1,0.099,0.138,0,0.184,0.751,95.024,233267
"siente el boom (feat. randy)","tito ""el bambino""",55,"siente el boom (feat. randy) - single",2011-07-12,0.805,0.738,4,-5.905,0,0.0644,0.0965,0,0.123,0.524,95.012,188825
"ella se contradice (feat. plan b)","baby rasta",60,"ella se contradice (feat. plan b)",2009-08-12,0.767,0.758,4,-8.116,0,0.295,0.111,0,0.376,0.84,76.498,256757
"salgo pa' la calle","daddy yankee",64,"talento de barrio",2008-08-12,0.617,0.771,10,-5.586,0,0.112,0.0384,3.32e-06,0.162,0.553,180.002,267747
"aparentemente","mackieaveliko",40,"mis favoritas vol. 1",2015-12-12,0.865,0.586,1,-10.475,0,0.151,0.0969,0.00274,0.13,0.882,93.994,302942
"more","zion",63,"la fórmula",2012-08-20,0.687,0.778,1,-6.623,0,0.101,0.209,0,0.117,0.865,172.047,240733
"mirame","daddy yankee",45,"20 number 1's now",2007-11-20,0.787,0.813,10,-6.794,0,0.141,0.247,0,0.857,0.707,95.996,212533
"esta noche de travesuras (feat. héctor ""el father"")","dj nelson",56,"flow music presenta: flow la discoteka",2004-03-02,0.828,0.666,9,-7.454,1,0.152,0.457,0,0.0834,0.44,91.961,212533
"besos mojados","wisin & yandel",59,"la revolución - evolution (international version)",2009-01-01,0.646,0.81,2,-6.482,1,0.141,0.0959,2.68e-05,0.266,0.361,95.985,264680
"fuera del planeta","randy",51,"fuera del planeta",2018-07-14,0.702,0.864,1,-5.496,1,0.0818,0.108,0,0.187,0.788,94.994,215118
"bien loco","nova y jory",62,"bien loco",2009-06-26,0.515,0.812,7,-5.06,0,0.361,0.411,0,0.101,0.779,169.981,218044
"yo se que tu quieres (feat. Ñengo flow)","sammy & falsetto",58,"yo se que tu quieres (feat. Ñengo flow)",NA,0.627,0.798,8,-4.746,0,0.112,0.297,0,0.133,0.896,180.051,208118
"noche de entierro (nuestro amor)","daddy yankee",64,"mas flow - los benjamins",2006-09-26,0.868,0.764,4,-6.574,0,0.167,0.119,0.00143,0.0918,0.397,96.994,263293
"si no le contesto","plan b",59,"house of pleasure",NA,0.846,0.747,1,-5.074,0,0.0533,0.0947,0,0.159,0.517,95.003,220057
"hasta abajo","don omar",57,"meet the orphans",2010-01-01,0.697,0.919,7,-3.867,1,0.0792,0.432,0.0206,0.0882,0.683,179.988,232227
"por amar a ciegas","arcangel",62,"el fenomeno",2008-12-09,0.564,0.684,7,-4.719,0,0.0348,0.0461,0.000718,0.335,0.404,119.99,234027
"llamé pa' verte (bailando sexy)","wisin & yandel",58,"pa'l mundo",2005-01-01,0.842,0.823,7,-5.137,0,0.079,0.072,1.23e-06,0.0865,0.635,95.017,194733
"un poco loca (feat. de la ghetto)","jowell & randy",58,"los mas sueltos del reggaeton",2007-12-18,0.806,0.738,2,-4.75,1,0.162,0.221,0.0011,0.156,0.808,176.098,273160
"fashion girl","jadiel",57,"lo mejor de mi",2013-10-31,0.77,0.63,9,-13.213,0,0.0516,0.00965,0.000346,0.261,0.5,100.004,239049
"alocate","zion",41,"20 number 1's now",2007-11-20,0.806,0.871,10,-4.109,0,0.0568,0.0247,1.79e-06,0.288,0.736,94.019,186213
"bailando fue","randy",49,"bailando fue",2018-05-04,0.742,0.878,0,-6.111,0,0.0453,0.0244,0,0.0926,0.395,106.015,261408
"nadie como tu","wisin & yandel",58,"wisin y yandel presentan: los vaqueros",2006-01-01,0.81,0.723,4,-5.2,0,0.194,0.409,0,0.137,0.738,92.993,222867
